"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7500","OHRM_LOGIN_TC_011 - Đăng nhập thất bại khi nhập Username chỉ chứa khoảng trắng","webkit","Wed May 27 09:33:24 UTC 2026","passed","Wed May 27 09:33:31 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","31168","OHRM_LOGIN_TC_017 - Gửi yêu cầu đặt lại mật khẩu thành công với Username hợp lệ (Admin)","chromium","Wed May 27 09:27:47 UTC 2026","failed","Wed May 27 09:28:18 UTC 2026","OrangeHRM - Forgot Password Module Tests","auth/forgot-password.spec.ts","",""
"","2687","OHRM_LOGIN_TC_020 - Kiểm tra tính hiển thị của Logo và thông tin phiên bản hệ thống","chromium","Wed May 27 09:27:42 UTC 2026","passed","Wed May 27 09:27:45 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","18384","OHRM_LOGIN_TC_010 - Đăng nhập thất bại và bảo mật trước XSS Injection trên trường Username","webkit","Wed May 27 09:33:11 UTC 2026","passed","Wed May 27 09:33:30 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","3865","OHRM_LOGIN_TC_018 - Gửi yêu cầu đặt lại mật khẩu với Username không tồn tại trong hệ thống","chromium","Wed May 27 09:26:49 UTC 2026","passed","Wed May 27 09:26:52 UTC 2026","OrangeHRM - Forgot Password Module Tests","auth/forgot-password.spec.ts","",""
"","24272","OHRM_LOGIN_TC_005 - Đăng nhập thất bại khi nhập Username đúng nhưng Password sai","webkit","Wed May 27 09:32:32 UTC 2026","passed","Wed May 27 09:32:56 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","8970","OHRM_LOGIN_TC_020 - Kiểm tra tính hiển thị của Logo và thông tin phiên bản hệ thống","webkit","Wed May 27 09:34:01 UTC 2026","passed","Wed May 27 09:34:10 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","15106","OHRM_LOGIN_TC_007 - Đăng nhập thất bại khi nhập sai cả Username và Password","firefox","Wed May 27 09:29:27 UTC 2026","passed","Wed May 27 09:29:42 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","25249","OHRM_LOGIN_TC_017 - Gửi yêu cầu đặt lại mật khẩu thành công với Username hợp lệ (Admin)","firefox","Wed May 27 09:29:07 UTC 2026","failed","Wed May 27 09:29:33 UTC 2026","OrangeHRM - Forgot Password Module Tests","auth/forgot-password.spec.ts","",""
"","3664","OHRM_LOGIN_TC_007 - Đăng nhập thất bại khi nhập sai cả Username và Password","chromium","Wed May 27 09:27:19 UTC 2026","passed","Wed May 27 09:27:22 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","6154","OHRM_LOGIN_TC_021 - Kiểm tra hiển thị bản quyền và liên kết đến trang chủ OrangeHRM","firefox","Wed May 27 09:30:23 UTC 2026","passed","Wed May 27 09:30:30 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","16584","OHRM_LOGIN_TC_010 - Đăng nhập thất bại và bảo mật trước XSS Injection trên trường Username","firefox","Wed May 27 09:29:42 UTC 2026","passed","Wed May 27 09:29:58 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","2441","OHRM_LOGIN_TC_002 - Đăng nhập thất bại khi bỏ trống trường Username","chromium","Wed May 27 09:27:01 UTC 2026","passed","Wed May 27 09:27:04 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","2873","OHRM_LOGIN_TC_003 - Đăng nhập thất bại khi bỏ trống trường Password","chromium","Wed May 27 09:27:04 UTC 2026","passed","Wed May 27 09:27:07 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","5648","OHRM_LOGIN_TC_004 - Đăng nhập thất bại khi để trống cả hai trường Username và Password","firefox","Wed May 27 09:28:56 UTC 2026","passed","Wed May 27 09:29:02 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","4120","OHRM_LOGIN_TC_021 - Kiểm tra hiển thị bản quyền và liên kết đến trang chủ OrangeHRM","chromium","Wed May 27 09:27:45 UTC 2026","passed","Wed May 27 09:27:49 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","6168","OHRM_LOGIN_TC_003 - Đăng nhập thất bại khi bỏ trống trường Password","webkit","Wed May 27 09:32:24 UTC 2026","passed","Wed May 27 09:32:30 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","19813","OHRM_LOGIN_TC_012 - Đăng nhập với Username có độ dài cực lớn (256 ký tự)","webkit","Wed May 27 09:33:30 UTC 2026","passed","Wed May 27 09:33:49 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","8910","OHRM_LOGIN_TC_008 - Xác thực trường Password ẩn ký tự khi người dùng nhập dữ liệu","webkit","Wed May 27 09:32:59 UTC 2026","passed","Wed May 27 09:33:07 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","7572","OHRM_LOGIN_TC_002 - Đăng nhập thất bại khi bỏ trống trường Username","webkit","Wed May 27 09:32:24 UTC 2026","passed","Wed May 27 09:32:32 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","3486","OHRM_LOGIN_TC_014 - Điều hướng thành công sang trang Reset Password qua link ""Forgot your password?""","chromium","Wed May 27 09:26:41 UTC 2026","passed","Wed May 27 09:26:45 UTC 2026","OrangeHRM - Forgot Password Module Tests","auth/forgot-password.spec.ts","",""
"","5428","OHRM_LOGIN_TC_019 - Kiểm tra bảo mật SQL Injection trên trường Username ở trang Reset Password","firefox","Wed May 27 09:28:29 UTC 2026","passed","Wed May 27 09:28:34 UTC 2026","OrangeHRM - Forgot Password Module Tests","auth/forgot-password.spec.ts","",""
"","13253","OHRM_LOGIN_TC_014 - Điều hướng thành công sang trang Reset Password qua link ""Forgot your password?""","webkit","Wed May 27 09:30:31 UTC 2026","passed","Wed May 27 09:30:44 UTC 2026","OrangeHRM - Forgot Password Module Tests","auth/forgot-password.spec.ts","",""
"","2369","OHRM_LOGIN_TC_011 - Đăng nhập thất bại khi nhập Username chỉ chứa khoảng trắng","chromium","Wed May 27 09:27:32 UTC 2026","passed","Wed May 27 09:27:35 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","3208","OHRM_LOGIN_TC_006 - Đăng nhập thất bại khi nhập Username sai nhưng Password đúng","chromium","Wed May 27 09:27:15 UTC 2026","passed","Wed May 27 09:27:19 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","11783","OHRM_LOGIN_TC_022 - Kiểm tra các liên kết mạng xã hội hoạt động chính xác","firefox","Wed May 27 09:30:24 UTC 2026","passed","Wed May 27 09:30:36 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","16895","OHRM_LOGIN_TC_012 - Đăng nhập với Username có độ dài cực lớn (256 ký tự)","firefox","Wed May 27 09:29:59 UTC 2026","passed","Wed May 27 09:30:16 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","7265","OHRM_LOGIN_TC_002 - Đăng nhập thất bại khi bỏ trống trường Username","firefox","Wed May 27 09:28:41 UTC 2026","passed","Wed May 27 09:28:48 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","5789","OHRM_LOGIN_TC_016 - Gửi yêu cầu đặt lại mật khẩu thất bại khi bỏ trống trường Username","firefox","Wed May 27 09:28:16 UTC 2026","passed","Wed May 27 09:28:22 UTC 2026","OrangeHRM - Forgot Password Module Tests","auth/forgot-password.spec.ts","",""
"","23729","OHRM_LOGIN_TC_013 - Đăng nhập thất bại khi nhập Username viết thường hoàn toàn (admin)","webkit","Wed May 27 09:33:31 UTC 2026","passed","Wed May 27 09:33:55 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","19231","OHRM_LOGIN_TC_018 - Gửi yêu cầu đặt lại mật khẩu với Username không tồn tại trong hệ thống","webkit","Wed May 27 09:30:55 UTC 2026","passed","Wed May 27 09:31:14 UTC 2026","OrangeHRM - Forgot Password Module Tests","auth/forgot-password.spec.ts","",""
"","3903","OHRM_LOGIN_TC_009 - Đăng nhập thất bại và bảo mật trước SQL Injection trên trường Username","chromium","Wed May 27 09:27:25 UTC 2026","passed","Wed May 27 09:27:29 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","4943","OHRM_LOGIN_TC_015 - Hủy bỏ yêu cầu đặt lại mật khẩu và quay lại trang Login","firefox","Wed May 27 09:28:03 UTC 2026","passed","Wed May 27 09:28:08 UTC 2026","OrangeHRM - Forgot Password Module Tests","auth/forgot-password.spec.ts","",""
"","19554","OHRM_LOGIN_TC_006 - Đăng nhập thất bại khi nhập Username sai nhưng Password đúng","webkit","Wed May 27 09:32:39 UTC 2026","passed","Wed May 27 09:32:59 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","6771","OHRM_LOGIN_TC_018 - Gửi yêu cầu đặt lại mật khẩu với Username không tồn tại trong hệ thống","firefox","Wed May 27 09:28:22 UTC 2026","passed","Wed May 27 09:28:29 UTC 2026","OrangeHRM - Forgot Password Module Tests","auth/forgot-password.spec.ts","",""
"","19625","OHRM_LOGIN_TC_013 - Đăng nhập thất bại khi nhập Username viết thường hoàn toàn (admin)","firefox","Wed May 27 09:30:04 UTC 2026","passed","Wed May 27 09:30:23 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","16165","OHRM_LOGIN_TC_009 - Đăng nhập thất bại và bảo mật trước SQL Injection trên trường Username","webkit","Wed May 27 09:33:07 UTC 2026","passed","Wed May 27 09:33:24 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","5117","OHRM_LOGIN_TC_014 - Điều hướng thành công sang trang Reset Password qua link ""Forgot your password?""","firefox","Wed May 27 09:27:58 UTC 2026","passed","Wed May 27 09:28:03 UTC 2026","OrangeHRM - Forgot Password Module Tests","auth/forgot-password.spec.ts","",""
"","3825","OHRM_LOGIN_TC_015 - Hủy bỏ yêu cầu đặt lại mật khẩu và quay lại trang Login","chromium","Wed May 27 09:26:41 UTC 2026","passed","Wed May 27 09:26:45 UTC 2026","OrangeHRM - Forgot Password Module Tests","auth/forgot-password.spec.ts","",""
"","14243","OHRM_LOGIN_TC_021 - Kiểm tra hiển thị bản quyền và liên kết đến trang chủ OrangeHRM","webkit","Wed May 27 09:33:55 UTC 2026","passed","Wed May 27 09:34:09 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","4232","OHRM_LOGIN_TC_004 - Đăng nhập thất bại khi để trống cả hai trường Username và Password","chromium","Wed May 27 09:27:07 UTC 2026","passed","Wed May 27 09:27:11 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","4438","OHRM_LOGIN_TC_013 - Đăng nhập thất bại khi nhập Username viết thường hoàn toàn (admin)","chromium","Wed May 27 09:27:38 UTC 2026","passed","Wed May 27 09:27:42 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","8784","OHRM_LOGIN_TC_004 - Đăng nhập thất bại khi để trống cả hai trường Username và Password","webkit","Wed May 27 09:32:30 UTC 2026","passed","Wed May 27 09:32:39 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","4430","OHRM_LOGIN_TC_019 - Kiểm tra bảo mật SQL Injection trên trường Username ở trang Reset Password","chromium","Wed May 27 09:26:52 UTC 2026","passed","Wed May 27 09:26:57 UTC 2026","OrangeHRM - Forgot Password Module Tests","auth/forgot-password.spec.ts","",""
"","14893","OHRM_LOGIN_TC_007 - Đăng nhập thất bại khi nhập sai cả Username và Password","webkit","Wed May 27 09:32:56 UTC 2026","passed","Wed May 27 09:33:11 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","10870","OHRM_LOGIN_TC_016 - Gửi yêu cầu đặt lại mật khẩu thất bại khi bỏ trống trường Username","webkit","Wed May 27 09:30:44 UTC 2026","passed","Wed May 27 09:30:55 UTC 2026","OrangeHRM - Forgot Password Module Tests","auth/forgot-password.spec.ts","",""
"","19485","OHRM_LOGIN_TC_009 - Đăng nhập thất bại và bảo mật trước SQL Injection trên trường Username","firefox","Wed May 27 09:29:40 UTC 2026","passed","Wed May 27 09:29:59 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","6882","OHRM_LOGIN_TC_001 - Đăng nhập thành công với Username và Password hợp lệ","firefox","Wed May 27 09:28:34 UTC 2026","passed","Wed May 27 09:28:41 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","7607","OHRM_LOGIN_TC_003 - Đăng nhập thất bại khi bỏ trống trường Password","firefox","Wed May 27 09:28:48 UTC 2026","passed","Wed May 27 09:28:56 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","2691","OHRM_LOGIN_TC_008 - Xác thực trường Password ẩn ký tự khi người dùng nhập dữ liệu","chromium","Wed May 27 09:27:22 UTC 2026","passed","Wed May 27 09:27:25 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","13311","OHRM_LOGIN_TC_005 - Đăng nhập thất bại khi nhập Username đúng nhưng Password sai","firefox","Wed May 27 09:29:02 UTC 2026","passed","Wed May 27 09:29:15 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","4582","OHRM_LOGIN_TC_005 - Đăng nhập thất bại khi nhập Username đúng nhưng Password sai","chromium","Wed May 27 09:27:11 UTC 2026","passed","Wed May 27 09:27:15 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","7762","OHRM_LOGIN_TC_020 - Kiểm tra tính hiển thị của Logo và thông tin phiên bản hệ thống","firefox","Wed May 27 09:30:16 UTC 2026","passed","Wed May 27 09:30:24 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","15488","OHRM_LOGIN_TC_015 - Hủy bỏ yêu cầu đặt lại mật khẩu và quay lại trang Login","webkit","Wed May 27 09:30:37 UTC 2026","passed","Wed May 27 09:30:52 UTC 2026","OrangeHRM - Forgot Password Module Tests","auth/forgot-password.spec.ts","",""
"","11817","OHRM_LOGIN_TC_006 - Đăng nhập thất bại khi nhập Username sai nhưng Password đúng","firefox","Wed May 27 09:29:15 UTC 2026","passed","Wed May 27 09:29:27 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","28237","OHRM_LOGIN_TC_017 - Gửi yêu cầu đặt lại mật khẩu thành công với Username hợp lệ (Admin)","webkit","Wed May 27 09:31:55 UTC 2026","failed","Wed May 27 09:32:23 UTC 2026","OrangeHRM - Forgot Password Module Tests","auth/forgot-password.spec.ts","",""
