"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16382","OHRM_LOGIN_TC_022 - Kiểm tra các liên kết mạng xã hội hoạt động chính xác","webkit","Wed May 27 21:06:25 UTC 2026","passed","Wed May 27 21:06:42 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","6061","OHRM_LOGIN_TC_021 - Kiểm tra hiển thị bản quyền và liên kết đến trang chủ OrangeHRM","chromium","Wed May 27 21:10:40 UTC 2026","passed","Wed May 27 21:10:46 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","53168","OHRM_LOGIN_TC_017 - Gửi yêu cầu đặt lại mật khẩu thành công với Username hợp lệ (Admin)","webkit","Wed May 27 21:05:14 UTC 2026","skipped","Wed May 27 21:06:07 UTC 2026","OrangeHRM - Forgot Password Module Tests","auth/forgot-password.spec.ts","",""
"","3112","OHRM_LOGIN_TC_020 - Kiểm tra tính hiển thị của Logo và thông tin phiên bản hệ thống","firefox","Wed May 27 21:06:09 UTC 2026","passed","Wed May 27 21:06:12 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","4152","OHRM_LOGIN_TC_005 - Đăng nhập thất bại khi nhập Username đúng nhưng Password sai","firefox","Wed May 27 21:05:40 UTC 2026","passed","Wed May 27 21:05:44 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","4949","OHRM_LOGIN_TC_006 - Đăng nhập thất bại khi nhập Username sai nhưng Password đúng","chromium","Wed May 27 21:10:09 UTC 2026","passed","Wed May 27 21:10:14 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","5149","OHRM_LOGIN_TC_009 - Đăng nhập thất bại và bảo mật trước SQL Injection trên trường Username","chromium","Wed May 27 21:10:22 UTC 2026","passed","Wed May 27 21:10:28 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","5684","OHRM_LOGIN_TC_012 - Đăng nhập với Username có độ dài cực lớn (256 ký tự)","webkit","Wed May 27 21:06:15 UTC 2026","passed","Wed May 27 21:06:21 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","57349","OHRM_LOGIN_TC_017 - Gửi yêu cầu đặt lại mật khẩu thành công với Username hợp lệ (Admin)","chromium","Wed May 27 21:09:31 UTC 2026","skipped","Wed May 27 21:10:29 UTC 2026","OrangeHRM - Forgot Password Module Tests","auth/forgot-password.spec.ts","",""
"","4037","OHRM_LOGIN_TC_008 - Xác thực trường Password ẩn ký tự khi người dùng nhập dữ liệu","webkit","Wed May 27 21:06:06 UTC 2026","passed","Wed May 27 21:06:10 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","5131","OHRM_LOGIN_TC_010 - Đăng nhập thất bại và bảo mật trước XSS Injection trên trường Username","chromium","Wed May 27 21:10:28 UTC 2026","passed","Wed May 27 21:10:33 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","4208","OHRM_LOGIN_TC_020 - Kiểm tra tính hiển thị của Logo và thông tin phiên bản hệ thống","chromium","Wed May 27 21:10:38 UTC 2026","passed","Wed May 27 21:10:42 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","3579","OHRM_LOGIN_TC_008 - Xác thực trường Password ẩn ký tự khi người dùng nhập dữ liệu","chromium","Wed May 27 21:10:19 UTC 2026","passed","Wed May 27 21:10:22 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","5649","OHRM_LOGIN_TC_018 - Gửi yêu cầu đặt lại mật khẩu với Username không tồn tại trong hệ thống","chromium","Wed May 27 21:09:35 UTC 2026","passed","Wed May 27 21:09:41 UTC 2026","OrangeHRM - Forgot Password Module Tests","auth/forgot-password.spec.ts","",""
"","4230","OHRM_LOGIN_TC_006 - Đăng nhập thất bại khi nhập Username sai nhưng Password đúng","firefox","Wed May 27 21:05:44 UTC 2026","passed","Wed May 27 21:05:48 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","7469","OHRM_LOGIN_TC_021 - Kiểm tra hiển thị bản quyền và liên kết đến trang chủ OrangeHRM","webkit","Wed May 27 21:06:23 UTC 2026","passed","Wed May 27 21:06:31 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","5098","OHRM_LOGIN_TC_021 - Kiểm tra hiển thị bản quyền và liên kết đến trang chủ OrangeHRM","firefox","Wed May 27 21:06:12 UTC 2026","passed","Wed May 27 21:06:17 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","2748","OHRM_LOGIN_TC_011 - Đăng nhập thất bại khi nhập Username chỉ chứa khoảng trắng","firefox","Wed May 27 21:06:02 UTC 2026","passed","Wed May 27 21:06:05 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","5546","OHRM_LOGIN_TC_005 - Đăng nhập thất bại khi nhập Username đúng nhưng Password sai","chromium","Wed May 27 21:10:03 UTC 2026","passed","Wed May 27 21:10:09 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","3826","OHRM_LOGIN_TC_009 - Đăng nhập thất bại và bảo mật trước SQL Injection trên trường Username","firefox","Wed May 27 21:05:54 UTC 2026","passed","Wed May 27 21:05:58 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","4024","OHRM_LOGIN_TC_010 - Đăng nhập thất bại và bảo mật trước XSS Injection trên trường Username","firefox","Wed May 27 21:05:58 UTC 2026","passed","Wed May 27 21:06:02 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","6088","OHRM_LOGIN_TC_015 - Hủy bỏ yêu cầu đặt lại mật khẩu và quay lại trang Login","chromium","Wed May 27 21:09:25 UTC 2026","passed","Wed May 27 21:09:31 UTC 2026","OrangeHRM - Forgot Password Module Tests","auth/forgot-password.spec.ts","",""
"","7180","OHRM_LOGIN_TC_013 - Đăng nhập thất bại khi nhập Username viết thường hoàn toàn (admin)","webkit","Wed May 27 21:06:16 UTC 2026","passed","Wed May 27 21:06:23 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","2479","OHRM_LOGIN_TC_003 - Đăng nhập thất bại khi bỏ trống trường Password","firefox","Wed May 27 21:05:35 UTC 2026","passed","Wed May 27 21:05:37 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","2463","OHRM_LOGIN_TC_002 - Đăng nhập thất bại khi bỏ trống trường Username","firefox","Wed May 27 21:05:32 UTC 2026","passed","Wed May 27 21:05:35 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","5218","OHRM_LOGIN_TC_014 - Điều hướng thành công sang trang Reset Password qua link ""Forgot your password?""","chromium","Wed May 27 21:09:25 UTC 2026","passed","Wed May 27 21:09:31 UTC 2026","OrangeHRM - Forgot Password Module Tests","auth/forgot-password.spec.ts","",""
"","11921","OHRM_LOGIN_TC_014 - Điều hướng thành công sang trang Reset Password qua link ""Forgot your password?""","webkit","Wed May 27 21:05:01 UTC 2026","passed","Wed May 27 21:05:13 UTC 2026","OrangeHRM - Forgot Password Module Tests","auth/forgot-password.spec.ts","",""
"","4361","OHRM_LOGIN_TC_016 - Gửi yêu cầu đặt lại mật khẩu thất bại khi bỏ trống trường Username","chromium","Wed May 27 21:09:31 UTC 2026","passed","Wed May 27 21:09:35 UTC 2026","OrangeHRM - Forgot Password Module Tests","auth/forgot-password.spec.ts","",""
"","6934","OHRM_LOGIN_TC_013 - Đăng nhập thất bại khi nhập Username viết thường hoàn toàn (admin)","chromium","Wed May 27 21:10:33 UTC 2026","passed","Wed May 27 21:10:40 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","3704","OHRM_LOGIN_TC_016 - Gửi yêu cầu đặt lại mật khẩu thất bại khi bỏ trống trường Username","firefox","Wed May 27 21:05:14 UTC 2026","passed","Wed May 27 21:05:17 UTC 2026","OrangeHRM - Forgot Password Module Tests","auth/forgot-password.spec.ts","",""
"","5771","OHRM_LOGIN_TC_019 - Kiểm tra bảo mật SQL Injection trên trường Username ở trang Reset Password","webkit","Wed May 27 21:05:25 UTC 2026","passed","Wed May 27 21:05:30 UTC 2026","OrangeHRM - Forgot Password Module Tests","auth/forgot-password.spec.ts","",""
"","3694","OHRM_LOGIN_TC_011 - Đăng nhập thất bại khi nhập Username chỉ chứa khoảng trắng","chromium","Wed May 27 21:10:29 UTC 2026","passed","Wed May 27 21:10:32 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","4423","OHRM_LOGIN_TC_001 - Đăng nhập thành công với Username và Password hợp lệ","firefox","Wed May 27 21:05:28 UTC 2026","passed","Wed May 27 21:05:32 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","3880","OHRM_LOGIN_TC_003 - Đăng nhập thất bại khi bỏ trống trường Password","webkit","Wed May 27 21:05:42 UTC 2026","passed","Wed May 27 21:05:46 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","4782","OHRM_LOGIN_TC_018 - Gửi yêu cầu đặt lại mật khẩu với Username không tồn tại trong hệ thống","firefox","Wed May 27 21:05:17 UTC 2026","passed","Wed May 27 21:05:22 UTC 2026","OrangeHRM - Forgot Password Module Tests","auth/forgot-password.spec.ts","",""
"","6430","OHRM_LOGIN_TC_015 - Hủy bỏ yêu cầu đặt lại mật khẩu và quay lại trang Login","firefox","Wed May 27 21:05:08 UTC 2026","passed","Wed May 27 21:05:14 UTC 2026","OrangeHRM - Forgot Password Module Tests","auth/forgot-password.spec.ts","",""
"","6683","OHRM_LOGIN_TC_013 - Đăng nhập thất bại khi nhập Username viết thường hoàn toàn (admin)","firefox","Wed May 27 21:06:06 UTC 2026","passed","Wed May 27 21:06:12 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","9892","OHRM_LOGIN_TC_022 - Kiểm tra các liên kết mạng xã hội hoạt động chính xác","chromium","Wed May 27 21:10:42 UTC 2026","passed","Wed May 27 21:10:52 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","20474","OHRM_LOGIN_TC_017 - Gửi yêu cầu đặt lại mật khẩu thành công với Username hợp lệ (Admin)","firefox","Wed May 27 21:05:45 UTC 2026","failed","Wed May 27 21:06:05 UTC 2026","OrangeHRM - Forgot Password Module Tests","auth/forgot-password.spec.ts","",""
"","3881","OHRM_LOGIN_TC_003 - Đăng nhập thất bại khi bỏ trống trường Password","chromium","Wed May 27 21:09:55 UTC 2026","passed","Wed May 27 21:09:59 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","4299","OHRM_LOGIN_TC_002 - Đăng nhập thất bại khi bỏ trống trường Username","webkit","Wed May 27 21:05:37 UTC 2026","passed","Wed May 27 21:05:42 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","5637","OHRM_LOGIN_TC_010 - Đăng nhập thất bại và bảo mật trước XSS Injection trên trường Username","webkit","Wed May 27 21:06:10 UTC 2026","passed","Wed May 27 21:06:15 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","4129","OHRM_LOGIN_TC_004 - Đăng nhập thất bại khi để trống cả hai trường Username và Password","webkit","Wed May 27 21:05:46 UTC 2026","passed","Wed May 27 21:05:50 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","5446","OHRM_LOGIN_TC_007 - Đăng nhập thất bại khi nhập sai cả Username và Password","webkit","Wed May 27 21:06:00 UTC 2026","passed","Wed May 27 21:06:06 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","5316","OHRM_LOGIN_TC_005 - Đăng nhập thất bại khi nhập Username đúng nhưng Password sai","webkit","Wed May 27 21:05:50 UTC 2026","passed","Wed May 27 21:05:55 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","4980","OHRM_LOGIN_TC_006 - Đăng nhập thất bại khi nhập Username sai nhưng Password đúng","webkit","Wed May 27 21:05:55 UTC 2026","passed","Wed May 27 21:06:00 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","10612","OHRM_LOGIN_TC_022 - Kiểm tra các liên kết mạng xã hội hoạt động chính xác","firefox","Wed May 27 21:06:12 UTC 2026","passed","Wed May 27 21:06:23 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","5311","OHRM_LOGIN_TC_019 - Kiểm tra bảo mật SQL Injection trên trường Username ở trang Reset Password","chromium","Wed May 27 21:09:41 UTC 2026","passed","Wed May 27 21:09:46 UTC 2026","OrangeHRM - Forgot Password Module Tests","auth/forgot-password.spec.ts","",""
"","4182","OHRM_LOGIN_TC_004 - Đăng nhập thất bại khi để trống cả hai trường Username và Password","chromium","Wed May 27 21:09:59 UTC 2026","passed","Wed May 27 21:10:03 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","7117","OHRM_LOGIN_TC_001 - Đăng nhập thành công với Username và Password hợp lệ","webkit","Wed May 27 21:05:30 UTC 2026","passed","Wed May 27 21:05:37 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","12803","OHRM_LOGIN_TC_015 - Hủy bỏ yêu cầu đặt lại mật khẩu và quay lại trang Login","webkit","Wed May 27 21:05:01 UTC 2026","passed","Wed May 27 21:05:14 UTC 2026","OrangeHRM - Forgot Password Module Tests","auth/forgot-password.spec.ts","",""
"","5148","OHRM_LOGIN_TC_007 - Đăng nhập thất bại khi nhập sai cả Username và Password","chromium","Wed May 27 21:10:14 UTC 2026","passed","Wed May 27 21:10:19 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","3630","OHRM_LOGIN_TC_002 - Đăng nhập thất bại khi bỏ trống trường Username","chromium","Wed May 27 21:09:51 UTC 2026","passed","Wed May 27 21:09:55 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","3920","OHRM_LOGIN_TC_007 - Đăng nhập thất bại khi nhập sai cả Username và Password","firefox","Wed May 27 21:05:48 UTC 2026","passed","Wed May 27 21:05:52 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","4359","OHRM_LOGIN_TC_020 - Kiểm tra tính hiển thị của Logo và thông tin phiên bản hệ thống","webkit","Wed May 27 21:06:21 UTC 2026","passed","Wed May 27 21:06:25 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","5820","OHRM_LOGIN_TC_014 - Điều hướng thành công sang trang Reset Password qua link ""Forgot your password?""","firefox","Wed May 27 21:05:08 UTC 2026","passed","Wed May 27 21:05:14 UTC 2026","OrangeHRM - Forgot Password Module Tests","auth/forgot-password.spec.ts","",""
