"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9419","HRM_ADMIN_TC_023 - Thêm mới - Validation khi Password ít hơn 7 ký tự","chromium","2026-05-29","passed","2026-05-29","Admin - System Users Automation Suite > Admin - Add User","","",""
"","15719","HRM_ADMIN_TC_025 - Thêm mới - Hủy thao tác bằng nút Cancel","chromium","2026-05-29","passed","2026-05-29","Admin - System Users Automation Suite > Admin - Add User","","",""
"","6445","OHRM_LOGIN_TC_019 - Kiểm tra bảo mật SQL Injection trên trường Username ở trang Reset Password","chromium","2026-05-29","passed","2026-05-29","OrangeHRM - Forgot Password Module Tests","","",""
"","5370","OHRM_LOGIN_TC_016 - Gửi yêu cầu đặt lại mật khẩu thất bại khi bỏ trống trường Username","chromium","2026-05-29","passed","2026-05-29","OrangeHRM - Forgot Password Module Tests","","",""
"","12220","HRM_ADMIN_TC_012 - Sắp xếp bảng danh sách theo cột Username","chromium","2026-05-29","passed","2026-05-29","Admin - System Users Automation Suite > Admin - Search Users","","",""
"","7138","OHRM_LOGIN_TC_005 - Đăng nhập thất bại khi nhập Username đúng nhưng Password sai","chromium","2026-05-29","passed","2026-05-29","OrangeHRM - Login Module Tests","","",""
"","36595","HRM_ADMIN_TC_013 - Thêm mới người dùng thành công với tất cả dữ liệu hợp lệ","chromium","2026-05-29","passed","2026-05-29","Admin - System Users Automation Suite > Admin - Add User","","",""
"","20008","HRM_ADMIN_TC_008 - Tìm kiếm theo Employee Name chính xác bằng cách chọn từ Autocomplete","chromium","2026-05-29","passed","2026-05-29","Admin - System Users Automation Suite > Admin - Search Users","","",""
"","6207","OHRM_LOGIN_TC_020 - Kiểm tra tính hiển thị của Logo và thông tin phiên bản hệ thống","chromium","2026-05-29","passed","2026-05-29","OrangeHRM - Login Module Tests","","",""
"","20175","HRM_ADMIN_TC_029 - Chỉnh sửa thông tin người dùng - Hủy thao tác bằng nút Cancel","chromium","2026-05-29","passed","2026-05-29","Admin - System Users Automation Suite > Admin - Edit User","","",""
"","5839","OHRM_LOGIN_TC_004 - Đăng nhập thất bại khi để trống cả hai trường Username và Password","chromium","2026-05-29","passed","2026-05-29","OrangeHRM - Login Module Tests","","",""
"","12153","HRM_ADMIN_TC_006 - Tìm kiếm người dùng theo Status là Enabled","chromium","2026-05-29","passed","2026-05-29","Admin - System Users Automation Suite > Admin - Search Users","","",""
"","26401","HRM_ADMIN_TC_033 - Ngăn chặn Quản trị viên tự xóa chính mình","chromium","2026-05-29","passed","2026-05-29","Admin - System Users Automation Suite > Admin - Delete User","","",""
"","7936","OHRM_LOGIN_TC_009 - Đăng nhập thất bại và bảo mật trước SQL Injection trên trường Username","chromium","2026-05-29","passed","2026-05-29","OrangeHRM - Login Module Tests","","",""
"","12276","HRM_ADMIN_TC_010 - Tìm kiếm với Username không tồn tại trong hệ thống","chromium","2026-05-29","passed","2026-05-29","Admin - System Users Automation Suite > Admin - Search Users","","",""
"","8394","OHRM_LOGIN_TC_021 - Kiểm tra hiển thị bản quyền và liên kết đến trang chủ OrangeHRM","chromium","2026-05-29","passed","2026-05-29","OrangeHRM - Login Module Tests","","",""
"","5358","OHRM_LOGIN_TC_002 - Đăng nhập thất bại khi bỏ trống trường Username","chromium","2026-05-29","passed","2026-05-29","OrangeHRM - Login Module Tests","","",""
"","12718","HRM_ADMIN_TC_017 - Thêm mới - Validation trường Username bắt buộc","chromium","2026-05-29","passed","2026-05-29","Admin - System Users Automation Suite > Admin - Add User","","",""
"","15386","HRM_ADMIN_TC_007 - Tìm kiếm người dùng theo Status là Disabled","chromium","2026-05-29","passed","2026-05-29","Admin - System Users Automation Suite > Admin - Search Users","","",""
"","9732","HRM_ADMIN_TC_020 - Thêm mới - Validation khi nhập Employee Name không tồn tại","chromium","2026-05-29","passed","2026-05-29","Admin - System Users Automation Suite > Admin - Add User","","",""
"","11613","HRM_ADMIN_TC_016 - Thêm mới - Validation trường Status bắt buộc","chromium","2026-05-29","passed","2026-05-29","Admin - System Users Automation Suite > Admin - Add User","","",""
"","34890","OHRM_LOGIN_TC_013 - Đăng nhập thất bại khi nhập Username viết thường hoàn toàn (admin)","chromium","2026-05-29","failed","2026-05-29","OrangeHRM - Login Module Tests","","",""
"","5854","OHRM_LOGIN_TC_014 - Điều hướng thành công sang trang Reset Password qua link ""Forgot your password?""","chromium","2026-05-29","passed","2026-05-29","OrangeHRM - Forgot Password Module Tests","","",""
"","16541","HRM_ADMIN_TC_014 - Thêm mới - Validation trường User Role bắt buộc","chromium","2026-05-29","passed","2026-05-29","Admin - System Users Automation Suite > Admin - Add User","","",""
"","11924","OHRM_LOGIN_TC_022 - Kiểm tra các liên kết mạng xã hội hoạt động chính xác","chromium","2026-05-29","passed","2026-05-29","OrangeHRM - Login Module Tests","","",""
"","10222","HRM_ADMIN_TC_004 - Tìm kiếm người dùng theo User Role là Admin","chromium","2026-05-29","passed","2026-05-29","Admin - System Users Automation Suite > Admin - Search Users","","",""
"","12324","HRM_ADMIN_TC_021 - Thêm mới - Validation khi Username ít hơn 5 ký tự","chromium","2026-05-29","passed","2026-05-29","Admin - System Users Automation Suite > Admin - Add User","","",""
"","10039","OHRM_LOGIN_TC_007 - Đăng nhập thất bại khi nhập sai cả Username và Password","chromium","2026-05-29","passed","2026-05-29","OrangeHRM - Login Module Tests","","",""
"","9532","HRM_ADMIN_TC_022 - Thêm mới - Validation khi Username trùng lặp","chromium","2026-05-29","passed","2026-05-29","Admin - System Users Automation Suite > Admin - Add User","","",""
"","5103","OHRM_LOGIN_TC_011 - Đăng nhập thất bại khi nhập Username chỉ chứa khoảng trắng","chromium","2026-05-29","passed","2026-05-29","OrangeHRM - Login Module Tests","","",""
"","10519","HRM_ADMIN_TC_024 - Thêm mới - Validation khi Confirm Password không khớp Password","chromium","2026-05-29","passed","2026-05-29","Admin - System Users Automation Suite > Admin - Add User","","",""
"","26316","HRM_ADMIN_TC_030 - Xóa tài khoản người dùng đơn lẻ thành công","chromium","2026-05-29","passed","2026-05-29","Admin - System Users Automation Suite > Admin - Delete User","","",""
"","47725","HRM_ADMIN_TC_032 - Xóa hàng loạt tài khoản người dùng (Bulk Delete) thành công","chromium","2026-05-29","passed","2026-05-29","Admin - System Users Automation Suite > Admin - Delete User","","",""
"","8614","OHRM_LOGIN_TC_010 - Đăng nhập thất bại và bảo mật trước XSS Injection trên trường Username","chromium","2026-05-29","passed","2026-05-29","OrangeHRM - Login Module Tests","","",""
"","12743","HRM_ADMIN_TC_011 - Reset bộ lọc tìm kiếm về trạng thái mặc định","chromium","2026-05-29","passed","2026-05-29","Admin - System Users Automation Suite > Admin - Search Users","","",""
"","8208","OHRM_LOGIN_TC_001 - Đăng nhập thành công với Username và Password hợp lệ","chromium","2026-05-29","passed","2026-05-29","OrangeHRM - Login Module Tests","","",""
"","20962","HRM_ADMIN_TC_009 - Tìm kiếm kết hợp nhiều tiêu chí","chromium","2026-05-29","passed","2026-05-29","Admin - System Users Automation Suite > Admin - Search Users","","",""
"","25047","OHRM_LOGIN_TC_008 - Xác thực trường Password ẩn ký tự khi người dùng nhập dữ liệu","chromium","2026-05-29","passed","2026-05-29","OrangeHRM - Login Module Tests","","",""
"","4167","OHRM_LOGIN_TC_003 - Đăng nhập thất bại khi bỏ trống trường Password","chromium","2026-05-29","passed","2026-05-29","OrangeHRM - Login Module Tests","","",""
