"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4933","OHRM_LOGIN_TC_019 - Kiểm tra bảo mật SQL Injection trên trường Username ở trang Reset Password","webkit","Wed May 27 20:56:32 UTC 2026","passed","Wed May 27 20:56:37 UTC 2026","OrangeHRM - Forgot Password Module Tests","auth/forgot-password.spec.ts","",""
"","7384","OHRM_LOGIN_TC_022 - Kiểm tra các liên kết mạng xã hội hoạt động chính xác","chromium","Wed May 27 20:54:53 UTC 2026","passed","Wed May 27 20:55:01 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","4022","OHRM_LOGIN_TC_007 - Đăng nhập thất bại khi nhập sai cả Username và Password","firefox","Wed May 27 20:55:42 UTC 2026","passed","Wed May 27 20:55:46 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","3191","OHRM_LOGIN_TC_006 - Đăng nhập thất bại khi nhập Username sai nhưng Password đúng","chromium","Wed May 27 20:54:21 UTC 2026","passed","Wed May 27 20:54:24 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","10446","OHRM_LOGIN_TC_022 - Kiểm tra các liên kết mạng xã hội hoạt động chính xác","webkit","Wed May 27 20:57:25 UTC 2026","passed","Wed May 27 20:57:36 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","2850","OHRM_LOGIN_TC_002 - Đăng nhập thất bại khi bỏ trống trường Username","chromium","Wed May 27 20:54:10 UTC 2026","passed","Wed May 27 20:54:13 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","5820","OHRM_LOGIN_TC_013 - Đăng nhập thất bại khi nhập Username viết thường hoàn toàn (admin)","webkit","Wed May 27 20:57:19 UTC 2026","passed","Wed May 27 20:57:25 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","2671","OHRM_LOGIN_TC_020 - Kiểm tra tính hiển thị của Logo và thông tin phiên bản hệ thống","chromium","Wed May 27 20:54:46 UTC 2026","passed","Wed May 27 20:54:49 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","4318","OHRM_LOGIN_TC_021 - Kiểm tra hiển thị bản quyền và liên kết đến trang chủ OrangeHRM","chromium","Wed May 27 20:54:49 UTC 2026","passed","Wed May 27 20:54:53 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","5497","OHRM_LOGIN_TC_001 - Đăng nhập thành công với Username và Password hợp lệ","webkit","Wed May 27 20:56:37 UTC 2026","passed","Wed May 27 20:56:43 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","5876","OHRM_LOGIN_TC_021 - Kiểm tra hiển thị bản quyền và liên kết đến trang chủ OrangeHRM","webkit","Wed May 27 20:57:25 UTC 2026","passed","Wed May 27 20:57:30 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","4057","OHRM_LOGIN_TC_006 - Đăng nhập thất bại khi nhập Username sai nhưng Password đúng","webkit","Wed May 27 20:56:56 UTC 2026","passed","Wed May 27 20:57:00 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","3904","OHRM_LOGIN_TC_005 - Đăng nhập thất bại khi nhập Username đúng nhưng Password sai","firefox","Wed May 27 20:55:35 UTC 2026","passed","Wed May 27 20:55:39 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","2903","OHRM_LOGIN_TC_016 - Gửi yêu cầu đặt lại mật khẩu thất bại khi bỏ trống trường Username","chromium","Wed May 27 20:53:56 UTC 2026","passed","Wed May 27 20:53:59 UTC 2026","OrangeHRM - Forgot Password Module Tests","auth/forgot-password.spec.ts","",""
"","3698","OHRM_LOGIN_TC_001 - Đăng nhập thành công với Username và Password hợp lệ","chromium","Wed May 27 20:54:07 UTC 2026","passed","Wed May 27 20:54:10 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","2459","OHRM_LOGIN_TC_003 - Đăng nhập thất bại khi bỏ trống trường Password","firefox","Wed May 27 20:55:30 UTC 2026","passed","Wed May 27 20:55:32 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","4595","OHRM_LOGIN_TC_018 - Gửi yêu cầu đặt lại mật khẩu với Username không tồn tại trong hệ thống","webkit","Wed May 27 20:56:28 UTC 2026","passed","Wed May 27 20:56:32 UTC 2026","OrangeHRM - Forgot Password Module Tests","auth/forgot-password.spec.ts","",""
"","8325","OHRM_LOGIN_TC_014 - Điều hướng thành công sang trang Reset Password qua link ""Forgot your password?""","webkit","Wed May 27 20:56:14 UTC 2026","passed","Wed May 27 20:56:22 UTC 2026","OrangeHRM - Forgot Password Module Tests","auth/forgot-password.spec.ts","",""
"","51763","OHRM_LOGIN_TC_017 - Gửi yêu cầu đặt lại mật khẩu thành công với Username hợp lệ (Admin)","webkit","Wed May 27 20:56:27 UTC 2026","skipped","Wed May 27 20:57:19 UTC 2026","OrangeHRM - Forgot Password Module Tests","auth/forgot-password.spec.ts","",""
"","4007","OHRM_LOGIN_TC_012 - Đăng nhập với Username có độ dài cực lớn (256 ký tự)","webkit","Wed May 27 20:57:18 UTC 2026","passed","Wed May 27 20:57:22 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","2270","OHRM_LOGIN_TC_011 - Đăng nhập thất bại khi nhập Username chỉ chứa khoảng trắng","chromium","Wed May 27 20:54:36 UTC 2026","passed","Wed May 27 20:54:38 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","3532","OHRM_LOGIN_TC_020 - Kiểm tra tính hiển thị của Logo và thông tin phiên bản hệ thống","firefox","Wed May 27 20:56:08 UTC 2026","passed","Wed May 27 20:56:12 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","3691","OHRM_LOGIN_TC_018 - Gửi yêu cầu đặt lại mật khẩu với Username không tồn tại trong hệ thống","chromium","Wed May 27 20:53:59 UTC 2026","passed","Wed May 27 20:54:03 UTC 2026","OrangeHRM - Forgot Password Module Tests","auth/forgot-password.spec.ts","",""
"","2346","OHRM_LOGIN_TC_004 - Đăng nhập thất bại khi để trống cả hai trường Username và Password","chromium","Wed May 27 20:54:15 UTC 2026","passed","Wed May 27 20:54:18 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","3620","OHRM_LOGIN_TC_019 - Kiểm tra bảo mật SQL Injection trên trường Username ở trang Reset Password","chromium","Wed May 27 20:54:03 UTC 2026","passed","Wed May 27 20:54:07 UTC 2026","OrangeHRM - Forgot Password Module Tests","auth/forgot-password.spec.ts","",""
"","2543","OHRM_LOGIN_TC_004 - Đăng nhập thất bại khi để trống cả hai trường Username và Password","firefox","Wed May 27 20:55:32 UTC 2026","passed","Wed May 27 20:55:35 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","3187","OHRM_LOGIN_TC_007 - Đăng nhập thất bại khi nhập sai cả Username và Password","chromium","Wed May 27 20:54:24 UTC 2026","passed","Wed May 27 20:54:28 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","20426","OHRM_LOGIN_TC_017 - Gửi yêu cầu đặt lại mật khẩu thành công với Username hợp lệ (Admin)","firefox","Wed May 27 20:55:47 UTC 2026","failed","Wed May 27 20:56:08 UTC 2026","OrangeHRM - Forgot Password Module Tests","auth/forgot-password.spec.ts","",""
"","4343","OHRM_LOGIN_TC_021 - Kiểm tra hiển thị bản quyền và liên kết đến trang chủ OrangeHRM","firefox","Wed May 27 20:56:09 UTC 2026","passed","Wed May 27 20:56:13 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","3956","OHRM_LOGIN_TC_012 - Đăng nhập với Username có độ dài cực lớn (256 ký tự)","firefox","Wed May 27 20:55:59 UTC 2026","passed","Wed May 27 20:56:03 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","3595","OHRM_LOGIN_TC_010 - Đăng nhập thất bại và bảo mật trước XSS Injection trên trường Username","firefox","Wed May 27 20:55:53 UTC 2026","passed","Wed May 27 20:55:57 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","2884","OHRM_LOGIN_TC_004 - Đăng nhập thất bại khi để trống cả hai trường Username và Password","webkit","Wed May 27 20:56:49 UTC 2026","passed","Wed May 27 20:56:52 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","4787","OHRM_LOGIN_TC_018 - Gửi yêu cầu đặt lại mật khẩu với Username không tồn tại trong hệ thống","firefox","Wed May 27 20:55:14 UTC 2026","passed","Wed May 27 20:55:18 UTC 2026","OrangeHRM - Forgot Password Module Tests","auth/forgot-password.spec.ts","",""
"","4327","OHRM_LOGIN_TC_001 - Đăng nhập thành công với Username và Password hợp lệ","firefox","Wed May 27 20:55:23 UTC 2026","passed","Wed May 27 20:55:27 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","4522","OHRM_LOGIN_TC_015 - Hủy bỏ yêu cầu đặt lại mật khẩu và quay lại trang Login","webkit","Wed May 27 20:56:22 UTC 2026","passed","Wed May 27 20:56:27 UTC 2026","OrangeHRM - Forgot Password Module Tests","auth/forgot-password.spec.ts","",""
"","56598","OHRM_LOGIN_TC_017 - Gửi yêu cầu đặt lại mật khẩu thành công với Username hợp lệ (Admin)","chromium","Wed May 27 20:53:57 UTC 2026","skipped","Wed May 27 20:54:53 UTC 2026","OrangeHRM - Forgot Password Module Tests","auth/forgot-password.spec.ts","",""
"","2915","OHRM_LOGIN_TC_008 - Xác thực trường Password ẩn ký tự khi người dùng nhập dữ liệu","webkit","Wed May 27 20:57:04 UTC 2026","passed","Wed May 27 20:57:07 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
"","5044","OHRM_LOGIN_TC_016 - Gửi yêu cầu đặt lại mật khẩu thất bại khi bỏ trống trường Username","firefox","Wed May 27 20:55:01 UTC 2026","passed","Wed May 27 20:55:06 UTC 2026","OrangeHRM - Forgot Password Module Tests","auth/forgot-password.spec.ts","",""
"","3577","OHRM_LOGIN_TC_006 - Đăng nhập thất bại khi nhập Username sai nhưng Password đúng","firefox","Wed May 27 20:55:39 UTC 2026","passed","Wed May 27 20:55:42 UTC 2026","OrangeHRM - Login Module Tests","auth/login.spec.ts","",""
